Process Date,Amount,Other Party,Credit Plan Name,Transaction Date,Foreign Details,City,Country Code
09/04/2014,1000.00,"PAYMENT RECEIVED       THANK YOU     NZL",,09/04/2014,,,
10/04/2014,-17.99,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",09/04/2014,,,
10/04/2014,-10.99,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",09/04/2014,,,
10/04/2014,-71.96,"LIFE PHARMACY RICCARTO CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",09/04/2014,,,
10/04/2014,-60.00,"2 DEGREES MOBILE       AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",09/04/2014,,,
11/04/2014,112.25,"HOLIDAY CREDIT","PURCHASES",11/04/2014,,,
14/04/2014,-6.40,"NUANCE WATSON - TERMIN SINGAPORE     SG","PURCHASES AMERICAN EXPRESS",11/04/2014,"04/11/14          6.80    SGD FOREIGN CURRENCY FEE $ 0.16 NZD INCLUDED",,
28/04/2014,860.00,"PAYMENT RECEIVED       THANK YOU     NZL",,28/04/2014,,,
06/05/2014,-612.13,"SPRINT-CASS M3 SINGAPO SINGAPORE     SG","PURCHASES AMERICAN EXPRESS",04/05/2014,"05/04/14        643.00    SGD FOREIGN CURRENCY FEE $ 14.93 NZD INCLUDED",,
06/05/2014,-1.99,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",05/05/2014,,,
06/05/2014,-93.00,"JR DUTY FREE ARVIS CHR CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",05/05/2014,,,
06/05/2014,93.00,"PAYMENT RECEIVED       THANK YOU     NZL",,06/05/2014,,,
08/05/2014,-29.56,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",07/05/2014,,,
12/05/2014,650.00,"PAYMENT RECEIVED       THANK YOU     NZL",,11/05/2014,,,
19/05/2014,-57.77,"Z BURNSIDE BURNSIDE CH CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",17/05/2014,,,
19/05/2014,-6.00,"SUBWAY WAIRAKEI        BURNSIDE      NZ","PURCHASES",17/05/2014,,,
20/05/2014,-53.05,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",19/05/2014,,,
26/05/2014,-13.50,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",24/05/2014,,,
26/05/2014,-2.50,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",24/05/2014,,,
26/05/2014,-11.90,"PEPES MEXICAN GRILL    CHRISTCHURCH  NZ","PURCHASES",24/05/2014,,,
26/05/2014,150.00,"PAYMENT RECEIVED       THANK YOU     NZL",,25/05/2014,,,
26/05/2014,-12.00,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",25/05/2014,,,
27/05/2014,-15.38,"DASH TICKETS LTD TE AR TE ARO        NZ","PURCHASES AMERICAN EXPRESS",25/05/2014,,,
27/05/2014,-28.47,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",26/05/2014,,,
28/05/2014,-11.50,"TRADEME - PAY NOW      WELLINGTON    NZ","PURCHASES",28/05/2014,,,
05/06/2014,-5.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",05/06/2014,,,
06/06/2014,-78.97,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",05/06/2014,,,
06/06/2014,-5.80,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",06/06/2014,,,
09/06/2014,140.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/06/2014,,,
09/06/2014,-7.44,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",08/06/2014,,,
11/06/2014,-7.43,"WAREHOUSE STATIONERY P PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",10/06/2014,,,
12/06/2014,-56.16,"Z BISHOPDALE CHRISTCHU CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",11/06/2014,,,
15/06/2014,-44.00,"ACCOUNT FEE","PURCHASES",15/06/2014,,,
16/06/2014,-6.00,"TAYLOR'S MASTER VALET  HAREWOOD      NZ","PURCHASES AMERICAN EXPRESS",13/06/2014,,,
16/06/2014,-1840.00,"SINGAPORE AIRLINES CHI AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",16/06/2014,,,
23/06/2014,-4.58,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",21/06/2014,,,
23/06/2014,-2.35,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",22/06/2014,,,
24/06/2014,1980.00,"PAYMENT RECEIVED       THANK YOU     NZL",,24/06/2014,,,
25/06/2014,-3.50,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",25/06/2014,,,
27/06/2014,-5.40,"KOSCO RICCARTON        CHRISTCHURCH  NZ","PURCHASES",26/06/2014,,,
30/06/2014,-4.13,"NUANCE WATSON - TERMIN SINGAPORE     SG","PURCHASES AMERICAN EXPRESS",27/06/2014,"06/27/14          4.40    SGD FOREIGN CURRENCY FEE $ 0.11 NZD INCLUDED",,
30/06/2014,-43.50,"JR DUTY FREE CHRISTCHU CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",27/06/2014,,,
01/07/2014,-38.47,"(JOO)NEICHEOLIPEOBEULL GANGNAMGOO    KR","PURCHASES AMERICAN EXPRESS",28/06/2014,"06/28/14        33,350    KRW FOREIGN CURRENCY FEE $ 0.94 NZD INCLUDED",,
01/07/2014,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,01/07/2014,,,
10/07/2014,-19.74,"SINSUN RESTAURANT 0663 SEOUL         KR","PURCHASES",08/07/2014,"07/08/14        17,000    KRW FOREIGN CURRENCY FEE $ 0.48 NZD INCLUDED",,
10/07/2014,-79.41,"COSMETIC          1297 SEOUL         KR","PURCHASES",08/07/2014,"07/08/14        68,400    KRW FOREIGN CURRENCY FEE $ 1.94 NZD INCLUDED",,
11/07/2014,-55.70,"LOTTESHOPPING     7175 SEOUL         KR","PURCHASES",09/07/2014,,,
11/07/2014,-9.22,"LOTTESHOPPING     7175 SEOUL         KR","PURCHASES",09/07/2014,,,
11/07/2014,-28.73,"DEPARTMENT STORE  7175 SEOUL         KR","PURCHASES",09/07/2014,,,
11/07/2014,-11.49,"DEPARTMENT STORE  7175 SEOUL         KR","PURCHASES",09/07/2014,,,
11/07/2014,-96.81,"LOTTESHOPPING     7175 SEOUL         KR","PURCHASES",09/07/2014,,,
11/07/2014,120.00,"PAYMENT RECEIVED       THANK YOU     NZL",,11/07/2014,,,
14/07/2014,-251.96,"LOTTE DFS SEOUL MAIN S SEOUL         KR","PURCHASES",09/07/2014,,,
14/07/2014,-12.69,"GIMBABCHEONGOOK        Seoul         KR","PURCHASES",09/07/2014,"07/09/14        11,000    KRW FOREIGN CURRENCY FEE $ 0.31 NZD INCLUDED",,
14/07/2014,-23.06,"SEUPALESEU             Seoul         KR","PURCHASES",09/07/2014,"07/09/14        20,000    KRW FOREIGN CURRENCY FEE $ 0.56 NZD INCLUDED",,
14/07/2014,-336.34,"LOTTE DFS SEOUL MAIN S SEOUL         KR","PURCHASES",09/07/2014,,,
14/07/2014,-73.23,"JUNGSO            7503 SEOUL         KR","PURCHASES",09/07/2014,"07/09/14        63,500    KRW FOREIGN CURRENCY FEE $ 1.79 NZD INCLUDED",,
14/07/2014,-10.51,"THE SHILLA DUTY F 2386 INCHEON       KR","PURCHASES",10/07/2014,,,
14/07/2014,-8.61,"MATITNUNSOONDOOBOO&KIM CHOONG-GU,SEO KR","PURCHASES",10/07/2014,"07/10/14         7,500    KRW FOREIGN CURRENCY FEE $ 0.21 NZD INCLUDED",,
14/07/2014,-50.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",11/07/2014,,,
14/07/2014,-3.00,"EASY BAGGY-LEFT BAGGAG SINGAPORE     SG","PURCHASES",11/07/2014,"07/11/14          3.21    SGD FOREIGN CURRENCY FEE $ 0.07 NZD INCLUDED",,
14/07/2014,-33.18,"PAY-PER-USE LOUNGE - T SINGAPORE     SG","PURCHASES",11/07/2014,"07/11/14         35.31    SGD FOREIGN CURRENCY FEE $ 0.81 NZD INCLUDED",,
14/07/2014,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,13/07/2014,,,
15/07/2014,-9.34,"LOTTE DFS INCHEON AIRP Incheon       KR","PURCHASES",10/07/2014,,,
15/07/2014,-140.28,"LODDEOIPITEUIN DONGDAI Seoul         KR","PURCHASES",10/07/2014,"07/10/14       122,200    KRW FOREIGN CURRENCY FEE $ 3.42 NZD INCLUDED",,
15/07/2014,-17.21,"LODDEOIPITEUIN DONGDAI Seoul         KR","PURCHASES",10/07/2014,"07/10/14        15,000    KRW FOREIGN CURRENCY FEE $ 0.42 NZD INCLUDED",,
15/07/2014,-91.83,"LODDEOIPITEUIN DONGDAI Seoul         KR","PURCHASES",10/07/2014,"07/10/14        80,000    KRW FOREIGN CURRENCY FEE $ 2.24 NZD INCLUDED",,
15/07/2014,-54.76,"LODDEOIPITEUIN DONGDAI Seoul         KR","PURCHASES",10/07/2014,"07/10/14        47,700    KRW FOREIGN CURRENCY FEE $ 1.34 NZD INCLUDED",,
17/07/2014,-34.68,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES",16/07/2014,,,
18/07/2014,1100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,17/07/2014,,,
24/07/2014,-4.70,"ENG CAFE               CHRISTCHURCH  NZ","PURCHASES",23/07/2014,,,
24/07/2014,-5.30,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",24/07/2014,,,
24/07/2014,-9.20,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",24/07/2014,,,
28/07/2014,-4.50,"BENTLEYS               CHRISTCHURCH  NZ","PURCHASES",25/07/2014,,,
28/07/2014,-19.99,"HANAFINS CAMERA & VIDE RICCARTON     NZ","PURCHASES",26/07/2014,,,
28/07/2014,-9.99,"HANAFINS CAMERA & VIDE RICCARTON     NZ","PURCHASES",26/07/2014,,,
28/07/2014,-34.99,"STIRLINGS RICCARTON    CTR RICCARTON NZ","PURCHASES",26/07/2014,,,
28/07/2014,50.00,"PAYMENT RECEIVED       THANK YOU     NZL",,27/07/2014,,,
28/07/2014,-171.36,"FCNZ RICCARTON MALL    RICCARTON     NZ","PURCHASES",28/07/2014,,,
28/07/2014,-12.00,"HOYTS RICCARTON        RICCARTON     NZ","PURCHASES",28/07/2014,,,
29/07/2014,-21.22,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES",28/07/2014,,,
30/07/2014,-44.52,"SUNSON GIFT SHOP       CHRISTCHURCH  NZ","PURCHASES",29/07/2014,,,
31/07/2014,-0.10,"BENTLEYS               CHRISTCHURCH  NZ","PURCHASES",30/07/2014,,,
31/07/2014,-24.46,"KOSCO RICCARTON        CHRISTCHURCH  NZ","PURCHASES",30/07/2014,,,
31/07/2014,-8.00,"THEO'S FISHERIES       RICCARTON     NZ","PURCHASES",30/07/2014,,,
01/08/2014,-51.79,"Z BISHOPDALE           BISHOPDALE    NZ","PURCHASES",01/08/2014,,,
04/08/2014,-14.40,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",02/08/2014,,,
06/08/2014,-135.96,"Jetstar Aays Pty Ltd N Melbourne     AU","PURCHASES",04/08/2014,,,
06/08/2014,-5.50,"STARBUCKS 424          AUCKLAND      NZL","PURCHASES",05/08/2014,,,
06/08/2014,-6.00,"WELLESLEY STREET POS   AUCKLAND      NZ","PURCHASES",05/08/2014,,,
06/08/2014,-5.50,"TRADEME - PAY NOW      WELLINGTON    NZ","PURCHASES",06/08/2014,,,
08/08/2014,-86.42,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",07/08/2014,,,
11/08/2014,-40.00,"VEHICLE INSPECTION CTR BURNSIDE      NZ","PURCHASES",09/08/2014,,,
11/08/2014,650.00,"PAYMENT RECEIVED       THANK YOU     NZL",,10/08/2014,,,
11/08/2014,-300.00,"NZ RENT-A-CAR CHCH     CHRISTCHURCH  NZL","PURCHASES",11/08/2014,,,
12/08/2014,500.00,"PAYMENT RECEIVED       THANK YOU     NZL",,12/08/2014,,,
12/08/2014,-200.00,"NZ RENT-A-CAR CHCH     CHRISTCHURCH  NZL","PURCHASES",12/08/2014,,,
12/08/2014,-52.03,"AIR NZ TA & PARKING    AUCKLAND      NZ","PURCHASES",12/08/2014,,,
13/08/2014,-3.60,"CAFE 101               CHRISTCHURCH  NZ","PURCHASES",13/08/2014,,,
18/08/2014,-7.30,"THEO'S FISHERIES       RICCARTON     NZ","PURCHASES",15/08/2014,,,
18/08/2014,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,16/08/2014,,,
18/08/2014,-34.54,"COUNTDOWN NORTHLANDS   CHRISTCHURCH  NZL","PURCHASES",16/08/2014,,,
18/08/2014,-39.00,"GRABONE                PARNELL       NZ","PURCHASES",18/08/2014,,,
19/08/2014,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,19/08/2014,,,
22/08/2014,-27.48,"KOSCO RICCARTON        CHRISTCHURCH  NZ","PURCHASES",21/08/2014,,,
22/08/2014,-6.90,"THEO'S FISHERIES       RICCARTON     NZ","PURCHASES",21/08/2014,,,
25/08/2014,-7.07,"HMS AIRPORT TERMINAL   CHRISTCHURCH  NZ","PURCHASES",22/08/2014,,,
25/08/2014,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,25/08/2014,,,
25/08/2014,-81.63,"SHANGHAI BANK          TAIPEI        NZL","CASH",25/08/2014,"08/25/14       2000.00    TWD FOREIGN CURRENCY FEE $ 1.99 NZD INCLUDED",,
25/08/2014,-8.00,"CASH ADVANCE FEE - INT'L ATM","CASH",25/08/2014,,,
26/08/2014,-1.42,"PRESIDENT              TAICHUNG      TW","PURCHASES",23/08/2014,"08/23/14         35.00    TWD FOREIGN CURRENCY FEE $ 0.04 NZD INCLUDED",,
26/08/2014,-8.11,"SENAO                  TAICHUNG      TW","PURCHASES",23/08/2014,"08/23/14        199.00    TWD FOREIGN CURRENCY FEE $ 0.19 NZD INCLUDED",,
01/09/2014,-12.67,"FOODPLAZA              HONG KONG     HK","PURCHASES",30/08/2014,"08/30/14         80.00    HKD FOREIGN CURRENCY FEE $ 0.31 NZD INCLUDED",,
01/09/2014,-7.40,"SHIN DUNG YANG  01878  TAOYUAN       TW","PURCHASES",30/08/2014,"08/30/14        180.00    TWD FOREIGN CURRENCY FEE $ 0.18 NZD INCLUDED",,
01/09/2014,-13.10,"SHIN DUNG YANG 02563   TAOYUAN       TW","PURCHASES",30/08/2014,"08/30/14        319.00    TWD FOREIGN CURRENCY FEE $ 0.32 NZD INCLUDED",,
01/09/2014,-7.40,"SHIN DUNG YANG  01878  TAOYUAN       TW","PURCHASES",30/08/2014,"08/30/14        180.00    TWD FOREIGN CURRENCY FEE $ 0.18 NZD INCLUDED",,
01/09/2014,-51.45,"Z BURNSIDE             BURNSIDE      NZ","SPECIAL PROMOTION RATE",01/09/2014,,,
03/09/2014,-7.00,"MCDONALDS CHRISTCHURCH CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",02/09/2014,,,
04/09/2014,-5.00,"GIVEALITTLE DONATION   AUCKLAND      NZ","SPECIAL PROMOTION RATE",04/09/2014,,,
08/09/2014,-22.34,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",05/09/2014,,,
08/09/2014,-3.99,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",05/09/2014,,,
08/09/2014,-3.50,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",06/09/2014,,,
08/09/2014,-190.00,"NZ RENT-A-CAR CHCH     CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",08/09/2014,,,
08/09/2014,-49.66,"COUNTDOWN NORTHLANDS   CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",08/09/2014,,,
09/09/2014,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,09/09/2014,,,
09/09/2014,171.36,"FCNZ RICCARTON MALL    RICCARTON     NZ","SPECIAL PROMOTION RATE",09/09/2014,,,
10/09/2014,-44.00,"DOTTI 898              CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",09/09/2014,,,
15/09/2014,-11.40,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",15/09/2014,,,
16/09/2014,-41.54,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","SPECIAL PROMOTION RATE",15/09/2014,,,
16/09/2014,-5.20,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",16/09/2014,,,
18/09/2014,-14.81,"KOSCO RICCARTON        CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",17/09/2014,,,
18/09/2014,-7.40,"THEO'S FISHERIES       RICCARTON     NZ","SPECIAL PROMOTION RATE",17/09/2014,,,
18/09/2014,-100.00,"PUMA OUTLET STORE      HORNBY        NZL","SPECIAL PROMOTION RATE",18/09/2014,,,
19/09/2014,-28.70,"COUNTDOWN NORTHLANDS   CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",18/09/2014,,,
19/09/2014,-18.98,"FARMERS 5579           CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",18/09/2014,,,
19/09/2014,-55.96,"FARMERS 5579           CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",18/09/2014,,,
22/09/2014,-55.96,"STEVENS NORTHLANDS     CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",21/09/2014,,,
23/09/2014,140.00,"PAYMENT RECEIVED       THANK YOU     NZL",,22/09/2014,,,
23/09/2014,-3.00,"ENG CAFE               CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",22/09/2014,,,
24/09/2014,-2.99,"UBS CANTERBURY         CANTERBURY    NZL","SPECIAL PROMOTION RATE",24/09/2014,,,
25/09/2014,-5.00,"THEO'S FISHERIES       RICCARTON     NZ","SPECIAL PROMOTION RATE",24/09/2014,,,
25/09/2014,-25.00,"GRABONE                PARNELL       NZ","SPECIAL PROMOTION RATE",24/09/2014,,,
25/09/2014,-7.10,"TRADEME - PAY NOW      WELLINGTON    NZ","SPECIAL PROMOTION RATE",24/09/2014,,,
25/09/2014,-29.80,"GRABONE                PARNELL       NZ","SPECIAL PROMOTION RATE",24/09/2014,,,
25/09/2014,-15.00,"GRABONE                PARNELL       NZ","SPECIAL PROMOTION RATE",24/09/2014,,,
26/09/2014,-61.40,"KOSCO RICCARTON        CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",25/09/2014,,,
26/09/2014,-5.00,"THEO'S FISHERIES       RICCARTON     NZ","SPECIAL PROMOTION RATE",25/09/2014,,,
26/09/2014,-10.99,"UNIVERSITY PHARMACY CA CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",26/09/2014,,,
29/09/2014,-11.48,"KOSCO RICCARTON        CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",26/09/2014,,,
29/09/2014,-10.00,"GIVEALITTLE DONATION   AUCKLAND      NZ","SPECIAL PROMOTION RATE",26/09/2014,,,
29/09/2014,-12.17,"BISHOPDALE NEW WORLD   BISHOPDALE    NZL","SPECIAL PROMOTION RATE",27/09/2014,,,
29/09/2014,230.00,"PAYMENT RECEIVED       THANK YOU     NZL",,28/09/2014,,,
29/09/2014,-9.67,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",28/09/2014,,,
29/09/2014,-53.54,"Z BISHOPDALE           BISHOPDALE    NZ","SPECIAL PROMOTION RATE",28/09/2014,,,
29/09/2014,-11.27,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",29/09/2014,,,
30/09/2014,-7.50,"CONTACT LENS EXPRESS   LEVIN         NZ","SPECIAL PROMOTION RATE",29/09/2014,,,
01/10/2014,-8.98,"UBS CANTERBURY         CANTERBURY    NZL","SPECIAL PROMOTION RATE",01/10/2014,,,
03/10/2014,-9.58,"KOSCO RICCARTON        CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",02/10/2014,,,
03/10/2014,-20.20,"THEO'S FISHERIES       RICCARTON     NZ","SPECIAL PROMOTION RATE",02/10/2014,,,
06/10/2014,-3.30,"ENG CAFE               CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",03/10/2014,,,
06/10/2014,-3.50,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",04/10/2014,,,
06/10/2014,-9.50,"KMART - RICCARTON      CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",05/10/2014,,,
06/10/2014,-1.79,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",05/10/2014,,,
07/10/2014,-182.45,"DASH TICKETS NZ        WELLINGTON    NZ","SPECIAL PROMOTION RATE",06/10/2014,,,
08/10/2014,-17.97,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",07/10/2014,,,
08/10/2014,-18.22,"BISHOPDALE NEW WORLD   BISHOPDALE    NZL","SPECIAL PROMOTION RATE",08/10/2014,,,
08/10/2014,-965.00,"UC ACCOMODATION        CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",08/10/2014,,,
09/10/2014,-50.00,"2DEGREES MOBILE        AUCKLAND      NZ","SPECIAL PROMOTION RATE",09/10/2014,,,
13/10/2014,-48.80,"KOSCO RICCARTON        CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",10/10/2014,,,
13/10/2014,-9.30,"THEO'S FISHERIES       RICCARTON     NZ","SPECIAL PROMOTION RATE",10/10/2014,,,
13/10/2014,-199.00,"PAYPAL *2DRIVESAFE     4029357733    SG","SPECIAL PROMOTION RATE",10/10/2014,,,
13/10/2014,1500.00,"PAYMENT RECEIVED       THANK YOU     NZL",,11/10/2014,,,
13/10/2014,-99.00,"GRABONE                PARNELL       NZ","SPECIAL PROMOTION RATE",11/10/2014,,,
13/10/2014,-8.87,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",11/10/2014,,,
13/10/2014,-284.66,"NZ TRANSPORT AGENCY    PALM NORTH    NZL","SPECIAL PROMOTION RATE",12/10/2014,,,
13/10/2014,-21.90,"KIKKI.K                CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",12/10/2014,,,
13/10/2014,-2.00,"A 2 Z                  CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",12/10/2014,,,
13/10/2014,-3.00,"KFC RICCARTON MALL     RICCARTON     NZ","SPECIAL PROMOTION RATE",12/10/2014,,,
13/10/2014,-20.80,"COUNTDOWN NORTHLANDS   CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",13/10/2014,,,
14/10/2014,-5.48,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","SPECIAL PROMOTION RATE",13/10/2014,,,
15/10/2014,-670.00,"REGISTRY CASHIERS S    CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",15/10/2014,,,
16/10/2014,-2.00,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",16/10/2014,,,
17/10/2014,-15.97,"BISHOPDALE NEW WORLD   BISHOPDALE    NZL","SPECIAL PROMOTION RATE",17/10/2014,,,
20/10/2014,-5.00,"BENTLEYS               CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",18/10/2014,,,
21/10/2014,-3.50,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",21/10/2014,,,
22/10/2014,-51.50,"Z BISHOPDALE           BISHOPDALE    NZ","SPECIAL PROMOTION RATE",22/10/2014,,,
24/10/2014,-16.97,"KOSCO RICCARTON        CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",23/10/2014,,,
24/10/2014,-11.60,"THEO'S FISHERIES       RICCARTON     NZ","SPECIAL PROMOTION RATE",23/10/2014,,,
24/10/2014,-5.00,"TRADE ME LIMITED       WELLINGTON    NZ","SPECIAL PROMOTION RATE",23/10/2014,,,
28/10/2014,1380.00,"PAYMENT RECEIVED       THANK YOU     NZL",,25/10/2014,,,
28/10/2014,-7.98,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",25/10/2014,,,
28/10/2014,-50.40,"CCC GRAHAM CONDON      CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",26/10/2014,,,
28/10/2014,-3.50,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",27/10/2014,,,
28/10/2014,50.00,"PAYMENT RECEIVED       THANK YOU     NZL",,28/10/2014,,,
30/10/2014,-13.50,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","SPECIAL PROMOTION RATE",29/10/2014,,,
30/10/2014,-5.00,"GRABONE                PARNELL       NZ","SPECIAL PROMOTION RATE",30/10/2014,,,
31/10/2014,-30.00,"WORLD VISION AKLD DPS  AUCKLAND      NZL","SPECIAL PROMOTION RATE",31/10/2014,,,
31/10/2014,-20.00,"GREENPEACE 0800 22 334 MT EDEN       NZ","SPECIAL PROMOTION RATE",31/10/2014,,,
03/11/2014,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/11/2014,,,
03/11/2014,-17.98,"BISHOPDALE NEW WORLD   BISHOPDALE    NZL","SPECIAL PROMOTION RATE",03/11/2014,,,
04/11/2014,-2000.00,"REGISTRY CASHIERS S    CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",04/11/2014,,,
05/11/2014,-5.00,"WIKIMEDIA              877-600-9454  CA","SPECIAL PROMOTION RATE",03/11/2014,,,
05/11/2014,-8.40,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",05/11/2014,,,
06/11/2014,-34.37,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",05/11/2014,,,
06/11/2014,592.00,"PAYMENT RECEIVED       THANK YOU     NZL",,06/11/2014,,,
10/11/2014,-11.24,"COUNTDOWN NORTHLANDS   CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",08/11/2014,,,
10/11/2014,-10.00,"FACEBK *FDKBL6EFB2     www.fb.me/cc  IE","SPECIAL PROMOTION RATE",08/11/2014,,,
10/11/2014,-9.98,"KOSCO RICCARTON        CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",09/11/2014,,,
10/11/2014,-15.50,"THEO'S FISHERIES       RICCARTON     NZ","SPECIAL PROMOTION RATE",09/11/2014,,,
13/11/2014,-7.00,"MCDONALDS CHRISTCHURCH CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",12/11/2014,,,
13/11/2014,-7.58,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","SPECIAL PROMOTION RATE",12/11/2014,,,
13/11/2014,-4.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",13/11/2014,,,
13/11/2014,-28.30,"COUNTDOWN NORTHLANDS   CHRISTCHURCH  NZL","SPECIAL PROMOTION RATE",13/11/2014,,,
